location,level,Cluster,Code,Concate,min,mid,max
Stuttgart,L3,Packaging,PKG-000,StuttgartPackagingL3,72700,83600,94500
Stuttgart,L4,Packaging,PKG-000,StuttgartPackagingL4,81700,93900,106200
Stuttgart,L5,Packaging,PKG-000,StuttgartPackagingL5,115600,132900,150200
Stuttgart,L6,Packaging,PKG-000,StuttgartPackagingL6,151900,174600,197400
Stuttgart,L7,Packaging,PKG-000,StuttgartPackagingL7,173500,199500,225600
Nuremberg,L1,Packaging,PKG-000,NurembergPackagingL1,38400,44100,49900
Nuremberg,L2,Packaging,PKG-000,NurembergPackagingL2,52400,60200,68100
Nuremberg,L3,Packaging,PKG-000,NurembergPackagingL3,65500,75300,85100
Nuremberg,L4,Packaging,PKG-000,NurembergPackagingL4,80200,92200,104200
Nuremberg,L5,Packaging,PKG-000,NurembergPackagingL5,118500,136300,154000
Nuremberg,L6,Packaging,PKG-000,NurembergPackagingL6,163300,187800,212300
Nuremberg,L7,Packaging,PKG-000,NurembergPackagingL7,199500,229500,259400
Madrid,L1,Packaging,PKG-000,MadridPackagingL1,43300,49800,56300
Madrid,L2,Packaging,PKG-000,MadridPackagingL2,51300,58900,66600
Madrid,L3,Packaging,PKG-000,MadridPackagingL3,73300,84300,95300
Madrid,L4,Packaging,PKG-000,MadridPackagingL4,88300,101500,114800
Madrid,L5,Packaging,PKG-000,MadridPackagingL5,110400,127000,143600
Madrid,L6,Packaging,PKG-000,MadridPackagingL6,155700,179000,202400
Madrid,L7,Packaging,PKG-000,MadridPackagingL7,175000,201300,227500
Milan,L1,Packaging,PKG-000,MilanPackagingL1,38200,43900,49700
Milan,L2,Packaging,PKG-000,MilanPackagingL2,56900,65500,74000
Milan,L3,Packaging,PKG-000,MilanPackagingL3,71000,81600,92300
Milan,L4,Packaging,PKG-000,MilanPackagingL4,88500,101700,115000
Milan,L5,Packaging,PKG-000,MilanPackagingL5,124300,143000,161600
Milan,L6,Packaging,PKG-000,MilanPackagingL6,160700,184800,208900
Milan,L7,Packaging,PKG-000,MilanPackagingL7,191100,219800,248500
Paris,L1,Packaging,PKG-000,ParisPackagingL1,39800,45800,51800
Paris,L2,Packaging,PKG-000,ParisPackagingL2,57200,65800,74400
Paris,L3,Packaging,PKG-000,ParisPackagingL3,67300,77400,87500
Paris,L4,Packaging,PKG-000,ParisPackagingL4,83500,96100,108600
Paris,L5,Packaging,PKG-000,ParisPackagingL5,122000,140300,158600
Paris,L6,Packaging,PKG-000,ParisPackagingL6,155300,178600,201900
Paris,L7,Packaging,PKG-000,ParisPackagingL7,176100,202500,228900
Amstandarm,L1,Packaging,PKG-000,AmstandarmPackagingL1,37100,42700,48300
Amstandarm,L2,Packaging,PKG-000,AmstandarmPackagingL2,58300,67100,75800
Amstandarm,L3,Packaging,PKG-000,AmstandarmPackagingL3,70800,81400,92000
Amstandarm,L4,Packaging,PKG-000,AmstandarmPackagingL4,84600,97300,110000
Amstandarm,L5,Packaging,PKG-000,AmstandarmPackagingL5,117600,135300,152900
Amstandarm,L6,Packaging,PKG-000,AmstandarmPackagingL6,159900,183900,207900
Amstandarm,L7,Packaging,PKG-000,AmstandarmPackagingL7,171600,197300,223000
Barcelona,L1,Quality-Assurance,QAS-000,BarcelonaQuality-AssuranceL1,43000,49400,55800
Barcelona,L2,Quality-Assurance,QAS-000,BarcelonaQuality-AssuranceL2,57000,65600,74200
Barcelona,L3,Quality-Assurance,QAS-000,BarcelonaQuality-AssuranceL3,74300,85500,96600
Barcelona,L4,Quality-Assurance,QAS-000,BarcelonaQuality-AssuranceL4,89700,103200,116600
Barcelona,L5,Quality-Assurance,QAS-000,BarcelonaQuality-AssuranceL5,121000,139200,157300
Barcelona,L6,Quality-Assurance,QAS-000,BarcelonaQuality-AssuranceL6,156400,179900,203400
Barcelona,L7,Quality-Assurance,QAS-000,BarcelonaQuality-AssuranceL7,189000,217400,245700
Warsaw,L1,Quality-Assurance,QAS-000,WarsawQuality-AssuranceL1,42700,49100,55500
Warsaw,L2,Quality-Assurance,QAS-000,WarsawQuality-AssuranceL2,59800,68700,77700
Warsaw,L3,Quality-Assurance,QAS-000,WarsawQuality-AssuranceL3,74700,85900,97100
Warsaw,L4,Quality-Assurance,QAS-000,WarsawQuality-AssuranceL4,82000,94300,106600
Warsaw,L5,Quality-Assurance,QAS-000,WarsawQuality-AssuranceL5,118600,136400,154100
Warsaw,L6,Quality-Assurance,QAS-000,WarsawQuality-AssuranceL6,156300,179700,203200
Warsaw,L7,Quality-Assurance,QAS-000,WarsawQuality-AssuranceL7,187800,215900,244100
Berlin,L1,Quality-Assurance,QAS-000,BerlinQuality-AssuranceL1,43100,49600,56000
Berlin,L2,Quality-Assurance,QAS-000,BerlinQuality-AssuranceL2,55100,63400,71600
Berlin,L3,Quality-Assurance,QAS-000,BerlinQuality-AssuranceL3,74100,85200,96300
Berlin,L4,Quality-Assurance,QAS-000,BerlinQuality-AssuranceL4,83400,95900,108400
Berlin,L5,Quality-Assurance,QAS-000,BerlinQuality-AssuranceL5,124200,142900,161500
Berlin,L6,Quality-Assurance,QAS-000,BerlinQuality-AssuranceL6,142400,163700,185100
Berlin,L7,Quality-Assurance,QAS-000,BerlinQuality-AssuranceL7,199500,229400,259400
Vienna,L1,Quality-Assurance,QAS-000,ViennaQuality-AssuranceL1,43800,50400,57000
Vienna,L2,Quality-Assurance,QAS-000,ViennaQuality-AssuranceL2,50200,57700,65200
Vienna,L3,Quality-Assurance,QAS-000,ViennaQuality-AssuranceL3,65600,75500,85300
Vienna,L4,Quality-Assurance,QAS-000,ViennaQuality-AssuranceL4,85400,98200,111000
Vienna,L5,Quality-Assurance,QAS-000,ViennaQuality-AssuranceL5,123500,142100,160600
Vienna,L6,Quality-Assurance,QAS-000,ViennaQuality-AssuranceL6,146800,168800,190900
Vienna,L7,Quality-Assurance,QAS-000,ViennaQuality-AssuranceL7,190900,219500,248200
Hamburg,L1,Quality-Assurance,QAS-000,HamburgQuality-AssuranceL1,41600,47800,54100
Hamburg,L2,Quality-Assurance,QAS-000,HamburgQuality-AssuranceL2,55600,63900,72300
Hamburg,L3,Quality-Assurance,QAS-000,HamburgQuality-AssuranceL3,68400,78700,89000
Hamburg,L4,Quality-Assurance,QAS-000,HamburgQuality-AssuranceL4,86100,99000,111900
Hamburg,L5,Quality-Assurance,QAS-000,HamburgQuality-AssuranceL5,115500,132800,150100
Hamburg,L6,Quality-Assurance,QAS-000,HamburgQuality-AssuranceL6,155900,179300,202700
Hamburg,L7,Quality-Assurance,QAS-000,HamburgQuality-AssuranceL7,175200,201500,227800
Munich,L1,Quality-Assurance,QAS-000,MunichQuality-AssuranceL1,44600,51300,58000
Munich,L2,Quality-Assurance,QAS-000,MunichQuality-AssuranceL2,54800,63000,71200
Munich,L3,Quality-Assurance,QAS-000,MunichQuality-AssuranceL3,72800,83700,94600
Munich,L4,Quality-Assurance,QAS-000,MunichQuality-AssuranceL4,82600,95000,107400
Munich,L5,Quality-Assurance,QAS-000,MunichQuality-AssuranceL5,110200,126700,143200
Munich,L6,Quality-Assurance,QAS-000,MunichQuality-AssuranceL6,157700,181300,205000
Munich,L7,Quality-Assurance,QAS-000,MunichQuality-AssuranceL7,172500,198400,224300
Frankfurt,L1,Quality-Assurance,QAS-000,FrankfurtQuality-AssuranceL1,36100,41500,46900
Frankfurt,L2,Quality-Assurance,QAS-000,FrankfurtQuality-AssuranceL2,51900,59600,67400
Frankfurt,L3,Quality-Assurance,QAS-000,FrankfurtQuality-AssuranceL3,66900,76900,86900
Frankfurt,L4,Quality-Assurance,QAS-000,FrankfurtQuality-AssuranceL4,81700,93900,106200
Frankfurt,L5,Quality-Assurance,QAS-000,FrankfurtQuality-AssuranceL5,126900,146000,165000
Frankfurt,L6,Quality-Assurance,QAS-000,FrankfurtQuality-AssuranceL6,158200,181900,205700
Frankfurt,L7,Quality-Assurance,QAS-000,FrankfurtQuality-AssuranceL7,172400,198300,224100
Stuttgart,L1,Quality-Assurance,QAS-000,StuttgartQuality-AssuranceL1,42700,49100,55500
Stuttgart,L2,Quality-Assurance,QAS-000,StuttgartQuality-AssuranceL2,54600,62800,71000
Stuttgart,L3,Quality-Assurance,QAS-000,StuttgartQuality-AssuranceL3,67800,77900,88100
Stuttgart,L4,Quality-Assurance,QAS-000,StuttgartQuality-AssuranceL4,84100,96700,109300
Stuttgart,L5,Quality-Assurance,QAS-000,StuttgartQuality-AssuranceL5,120500,138600,156700
Stuttgart,L6,Quality-Assurance,QAS-000,StuttgartQuality-AssuranceL6,164900,189600,214400
Stuttgart,L7,Quality-Assurance,QAS-000,StuttgartQuality-AssuranceL7,175400,201700,228000
Nuremberg,L1,Quality-Assurance,QAS-000,NurembergQuality-AssuranceL1,39900,45900,51900
Nuremberg,L2,Quality-Assurance,QAS-000,NurembergQuality-AssuranceL2,50700,58200,65800
Nuremberg,L3,Quality-Assurance,QAS-000,NurembergQuality-AssuranceL3,73600,84700,95700
Nuremberg,L4,Quality-Assurance,QAS-000,NurembergQuality-AssuranceL4,81600,93900,106100
Nuremberg,L5,Quality-Assurance,QAS-000,NurembergQuality-AssuranceL5,121400,139700,157900
Nuremberg,L6,Quality-Assurance,QAS-000,NurembergQuality-AssuranceL6,166200,191100,216100
Nuremberg,L7,Quality-Assurance,QAS-000,NurembergQuality-AssuranceL7,190900,219500,248200
Madrid,L1,Quality-Assurance,QAS-000,MadridQuality-AssuranceL1,43400,49900,56400
Madrid,L2,Quality-Assurance,QAS-000,MadridQuality-AssuranceL2,56500,64900,73400
Madrid,L3,Quality-Assurance,QAS-000,MadridQuality-AssuranceL3,74600,85700,96900
Madrid,L4,Quality-Assurance,QAS-000,MadridQuality-AssuranceL4,81000,93100,105300
Madrid,L5,Quality-Assurance,QAS-000,MadridQuality-AssuranceL5,113900,131000,148100
Madrid,L6,Quality-Assurance,QAS-000,MadridQuality-AssuranceL6,166200,191100,216000
Madrid,L7,Quality-Assurance,QAS-000,MadridQuality-AssuranceL7,180300,207300,234400
Milan,L1,Quality-Assurance,QAS-000,MilanQuality-AssuranceL1,38700,44500,50300
Milan,L2,Quality-Assurance,QAS-000,MilanQuality-AssuranceL2,53500,61600,69600
Milan,L3,Quality-Assurance,QAS-000,MilanQuality-AssuranceL3,69300,79700,90100
Milan,L4,Quality-Assurance,QAS-000,MilanQuality-AssuranceL4,82400,94800,107200
Milan,L5,Quality-Assurance,QAS-000,MilanQuality-AssuranceL5,119600,137600,155500
Milan,L6,Quality-Assurance,QAS-000,MilanQuality-AssuranceL6,140700,161800,182900
Milan,L7,Quality-Assurance,QAS-000,MilanQuality-AssuranceL7,185500,213300,241100
Paris,L1,Quality-Assurance,QAS-000,ParisQuality-AssuranceL1,37900,43500,49200
Paris,L2,Quality-Assurance,QAS-000,ParisQuality-AssuranceL2,57100,65600,74200
Paris,L3,Quality-Assurance,QAS-000,ParisQuality-AssuranceL3,71400,82100,92800
Paris,L4,Quality-Assurance,QAS-000,ParisQuality-AssuranceL4,84300,96900,109600
Paris,L5,Quality-Assurance,QAS-000,ParisQuality-AssuranceL5,110900,127600,144200
Paris,L6,Quality-Assurance,QAS-000,ParisQuality-AssuranceL6,162900,187400,211800
Paris,L7,Quality-Assurance,QAS-000,ParisQuality-AssuranceL7,195500,224800,254200
Amstandarm,L1,Quality-Assurance,QAS-000,AmstandarmQuality-AssuranceL1,39700,45600,51600
Amstandarm,L2,Quality-Assurance,QAS-000,AmstandarmQuality-AssuranceL2,57400,66000,74600
Amstandarm,L3,Quality-Assurance,QAS-000,AmstandarmQuality-AssuranceL3,70400,80900,91500
Amstandarm,L4,Quality-Assurance,QAS-000,AmstandarmQuality-AssuranceL4,84300,97000,109600
Amstandarm,L5,Quality-Assurance,QAS-000,AmstandarmQuality-AssuranceL5,111900,128700,145500
Amstandarm,L6,Quality-Assurance,QAS-000,AmstandarmQuality-AssuranceL6,147500,169600,191700
Amstandarm,L7,Quality-Assurance,QAS-000,AmstandarmQuality-AssuranceL7,173500,199600,225600
Barcelona,L1,Transportation,TRP-000,BarcelonaTransportationL1,44200,50800,57400
Barcelona,L2,Transportation,TRP-000,BarcelonaTransportationL2,58400,67100,75900
Barcelona,L3,Transportation,TRP-000,BarcelonaTransportationL3,73700,84700,95800
Barcelona,L4,Transportation,TRP-000,BarcelonaTransportationL4,88600,101900,115200
Barcelona,L5,Transportation,TRP-000,BarcelonaTransportationL5,117500,135100,152700
Barcelona,L6,Transportation,TRP-000,BarcelonaTransportationL6,161500,185700,209900
Barcelona,L7,Transportation,TRP-000,BarcelonaTransportationL7,170900,196500,222200
Warsaw,L1,Transportation,TRP-000,WarsawTransportationL1,39900,45900,51900
Warsaw,L2,Transportation,TRP-000,WarsawTransportationL2,57000,65500,74100
Warsaw,L3,Transportation,TRP-000,WarsawTransportationL3,69200,79500,89900
Warsaw,L4,Transportation,TRP-000,WarsawTransportationL4,86900,99900,112900
Warsaw,L5,Transportation,TRP-000,WarsawTransportationL5,117000,134600,152100
Warsaw,L6,Transportation,TRP-000,WarsawTransportationL6,149300,171600,194000
Warsaw,L7,Transportation,TRP-000,WarsawTransportationL7,197500,227200,256800
Berlin,L1,Transportation,TRP-000,BerlinTransportationL1,44700,51400,58100
Berlin,L2,Transportation,TRP-000,BerlinTransportationL2,56700,65200,73700
Berlin,L3,Transportation,TRP-000,BerlinTransportationL3,70900,81500,92200
Berlin,L4,Transportation,TRP-000,BerlinTransportationL4,83400,96000,108500
Berlin,L5,Transportation,TRP-000,BerlinTransportationL5,112200,129000,145900
Berlin,L6,Transportation,TRP-000,BerlinTransportationL6,140800,161900,183100
Berlin,L7,Transportation,TRP-000,BerlinTransportationL7,179600,206500,233400
Vienna,L1,Transportation,TRP-000,ViennaTransportationL1,38500,44300,50100
Vienna,L2,Transportation,TRP-000,ViennaTransportationL2,52500,60400,68200
Vienna,L3,Transportation,TRP-000,ViennaTransportationL3,69100,79500,89900
Vienna,L4,Transportation,TRP-000,ViennaTransportationL4,89900,103400,116900
Vienna,L5,Transportation,TRP-000,ViennaTransportationL5,124300,143000,161600
Vienna,L6,Transportation,TRP-000,ViennaTransportationL6,142600,164000,185400
Vienna,L7,Transportation,TRP-000,ViennaTransportationL7,170900,196600,222200
Hamburg,L1,Transportation,TRP-000,HamburgTransportationL1,40000,46000,51900
Hamburg,L2,Transportation,TRP-000,HamburgTransportationL2,56800,65300,73800
Hamburg,L3,Transportation,TRP-000,HamburgTransportationL3,65400,75200,85000
Hamburg,L4,Transportation,TRP-000,HamburgTransportationL4,86000,98900,111800
Hamburg,L5,Transportation,TRP-000,HamburgTransportationL5,119400,137400,155300
Hamburg,L6,Transportation,TRP-000,HamburgTransportationL6,163700,188300,212800
Hamburg,L7,Transportation,TRP-000,HamburgTransportationL7,187800,216000,244100
Munich,L1,Transportation,TRP-000,MunichTransportationL1,40500,46500,52600
Munich,L2,Transportation,TRP-000,MunichTransportationL2,60000,69000,78000
Munich,L3,Transportation,TRP-000,MunichTransportationL3,70200,80700,91300
Munich,L4,Transportation,TRP-000,MunichTransportationL4,88100,101300,114500
Munich,L5,Transportation,TRP-000,MunichTransportationL5,117400,135000,152700
Munich,L6,Transportation,TRP-000,MunichTransportationL6,166600,191500,216500
Munich,L7,Transportation,TRP-000,MunichTransportationL7,192400,221300,250200
Frankfurt,L1,Transportation,TRP-000,FrankfurtTransportationL1,37900,43600,49300
Frankfurt,L2,Transportation,TRP-000,FrankfurtTransportationL2,54600,62800,71000
Frankfurt,L3,Transportation,TRP-000,FrankfurtTransportationL3,72800,83700,94600
Frankfurt,L4,Transportation,TRP-000,FrankfurtTransportationL4,89000,102300,115700
Frankfurt,L5,Transportation,TRP-000,FrankfurtTransportationL5,118700,136500,154300
Frankfurt,L6,Transportation,TRP-000,FrankfurtTransportationL6,158100,181900,205600
Frankfurt,L7,Transportation,TRP-000,FrankfurtTransportationL7,182300,209600,237000
Stuttgart,L1,Transportation,TRP-000,StuttgartTransportationL1,40600,46700,52800
Stuttgart,L2,Transportation,TRP-000,StuttgartTransportationL2,53600,61600,69700
Stuttgart,L3,Transportation,TRP-000,StuttgartTransportationL3,70300,80800,91400
Stuttgart,L4,Transportation,TRP-000,StuttgartTransportationL4,80700,92800,104900
Stuttgart,L5,Transportation,TRP-000,StuttgartTransportationL5,121400,139700,157900
Stuttgart,L6,Transportation,TRP-000,StuttgartTransportationL6,152900,175800,198800
Stuttgart,L7,Transportation,TRP-000,StuttgartTransportationL7,195100,224300,253600
Nuremberg,L1,Transportation,TRP-000,NurembergTransportationL1,40600,46600,52700
Nuremberg,L2,Transportation,TRP-000,NurembergTransportationL2,53300,61300,69300
Nuremberg,L3,Transportation,TRP-000,NurembergTransportationL3,69300,79700,90100
Nuremberg,L4,Transportation,TRP-000,NurembergTransportationL4,81300,93500,105700
Nuremberg,L5,Transportation,TRP-000,NurembergTransportationL5,119600,137600,155500
Nuremberg,L6,Transportation,TRP-000,NurembergTransportationL6,169800,195300,220800
Nuremberg,L7,Transportation,TRP-000,NurembergTransportationL7,182200,209600,236900
Madrid,L1,Transportation,TRP-000,MadridTransportationL1,41400,47600,53800
Madrid,L2,Transportation,TRP-000,MadridTransportationL2,51300,59000,66700
Madrid,L3,Transportation,TRP-000,MadridTransportationL3,69700,80200,90700
Madrid,L4,Transportation,TRP-000,MadridTransportationL4,80100,92200,104200
Madrid,L5,Transportation,TRP-000,MadridTransportationL5,125000,143800,162500
Madrid,L6,Transportation,TRP-000,MadridTransportationL6,145000,166700,188500
Madrid,L7,Transportation,TRP-000,MadridTransportationL7,185600,213500,241300
Milan,L1,Transportation,TRP-000,MilanTransportationL1,43000,49400,55900
Milan,L2,Transportation,TRP-000,MilanTransportationL2,52500,60400,68300
Milan,L3,Transportation,TRP-000,MilanTransportationL3,66900,77000,87000
Milan,L4,Transportation,TRP-000,MilanTransportationL4,84000,96600,109200
Milan,L5,Transportation,TRP-000,MilanTransportationL5,123200,141700,160200
Milan,L6,Transportation,TRP-000,MilanTransportationL6,150700,173300,195900
Milan,L7,Transportation,TRP-000,MilanTransportationL7,190900,219500,248200
Paris,L1,Transportation,TRP-000,ParisTransportationL1,44000,50600,57200
Paris,L2,Transportation,TRP-000,ParisTransportationL2,51800,59600,67400
Paris,L3,Transportation,TRP-000,ParisTransportationL3,68200,78400,88700
Paris,L4,Transportation,TRP-000,ParisTransportationL4,89800,103300,116800
Paris,L5,Transportation,TRP-000,ParisTransportationL5,127900,147100,166300
Paris,L6,Transportation,TRP-000,ParisTransportationL6,140500,161600,182600
Paris,L7,Transportation,TRP-000,ParisTransportationL7,190500,219100,247600
Amstandarm,L1,Transportation,TRP-000,AmstandarmTransportationL1,43800,50400,56900
Amstandarm,L2,Transportation,TRP-000,AmstandarmTransportationL2,56500,65000,73500
Amstandarm,L3,Transportation,TRP-000,AmstandarmTransportationL3,69800,80300,90700
Amstandarm,L4,Transportation,TRP-000,AmstandarmTransportationL4,87000,100000,113100
Amstandarm,L5,Transportation,TRP-000,AmstandarmTransportationL5,122700,141100,159500
Amstandarm,L6,Transportation,TRP-000,AmstandarmTransportationL6,152300,175200,198000
Amstandarm,L7,Transportation,TRP-000,AmstandarmTransportationL7,188800,217200,245500
Barcelona,L1,Engineering,ENG-000,BarcelonaEngineeringL1,42800,49300,55700
Barcelona,L2,Engineering,ENG-000,BarcelonaEngineeringL2,58700,67500,76300
Barcelona,L3,Engineering,ENG-000,BarcelonaEngineeringL3,68000,78200,88400
Barcelona,L4,Engineering,ENG-000,BarcelonaEngineeringL4,86400,99400,112300
Barcelona,L5,Engineering,ENG-000,BarcelonaEngineeringL5,122900,141300,159800
Barcelona,L6,Engineering,ENG-000,BarcelonaEngineeringL6,146200,168200,190100
Barcelona,L7,Engineering,ENG-000,BarcelonaEngineeringL7,192200,221000,249900
Warsaw,L1,Engineering,ENG-000,WarsawEngineeringL1,43200,49600,56100
Warsaw,L2,Engineering,ENG-000,WarsawEngineeringL2,56800,65300,73800
Warsaw,L3,Engineering,ENG-000,WarsawEngineeringL3,72700,83600,94500
Warsaw,L4,Engineering,ENG-000,WarsawEngineeringL4,83200,95600,108100
Warsaw,L5,Engineering,ENG-000,WarsawEngineeringL5,121100,139300,157500
Warsaw,L6,Engineering,ENG-000,WarsawEngineeringL6,153700,176700,199800
Warsaw,L7,Engineering,ENG-000,WarsawEngineeringL7,172900,198800,224700
Berlin,L1,Engineering,ENG-000,BerlinEngineeringL1,35800,41200,46600
Berlin,L2,Engineering,ENG-000,BerlinEngineeringL2,59800,68800,77700
Berlin,L3,Engineering,ENG-000,BerlinEngineeringL3,72000,82800,93600
Berlin,L4,Engineering,ENG-000,BerlinEngineeringL4,80000,92000,104000
Berlin,L5,Engineering,ENG-000,BerlinEngineeringL5,112400,129300,146200
Berlin,L6,Engineering,ENG-000,BerlinEngineeringL6,167600,192800,217900
Berlin,L7,Engineering,ENG-000,BerlinEngineeringL7,182200,209500,236800
Vienna,L1,Engineering,ENG-000,ViennaEngineeringL1,41600,47900,54100
Vienna,L2,Engineering,ENG-000,ViennaEngineeringL2,58600,67400,76200
Vienna,L3,Engineering,ENG-000,ViennaEngineeringL3,71200,81900,92600
Vienna,L4,Engineering,ENG-000,ViennaEngineeringL4,89000,102300,115600
Vienna,L5,Engineering,ENG-000,ViennaEngineeringL5,127400,146500,165600
Vienna,L6,Engineering,ENG-000,ViennaEngineeringL6,144200,165800,187400
Vienna,L7,Engineering,ENG-000,ViennaEngineeringL7,179900,206900,233900
Hamburg,L1,Engineering,ENG-000,HamburgEngineeringL1,38000,43700,49400
Hamburg,L2,Engineering,ENG-000,HamburgEngineeringL2,58200,66900,75700
Hamburg,L3,Engineering,ENG-000,HamburgEngineeringL3,69500,80000,90400
Hamburg,L4,Engineering,ENG-000,HamburgEngineeringL4,85500,98300,111200
Hamburg,L5,Engineering,ENG-000,HamburgEngineeringL5,120200,138200,156200
Hamburg,L6,Engineering,ENG-000,HamburgEngineeringL6,157700,181300,205000
Hamburg,L7,Engineering,ENG-000,HamburgEngineeringL7,172200,198100,223900
